Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Simen,Eide,Lundegrenda 348,Malingrunn,0789,Norge,NO,19700524-2408,+47,77 67 27 76,1970-05-24,True
Erik,Gunnarsson,Björkvägen 4,Karlstad,53403,Sverige,SE,19930623-8679,+46,08-656 48 70,1993-06-23,True
Kristina,Hedberg,Strandgatan 98,Skövde,80877,Sverige,SE,19580407-3047,+46,0275-926 83,1958-04-07,True
Christian,Karlsson,Ringvägen 52,Ängelholm,79162,Sverige,SE,19461020-2921,+46,+46 (0)138 959 27,1946-10-20,True
Ingrid,Berg,Hansenvollen 540,Steinvik,8542,Norge,NO,19420214-2401,+47,988 21 139,1942-02-14,True
Adrian,Eide,Abrahamsenengen 4,Grethehamn,1104,Norge,NO,19510510-9575,+47,90282264,1951-05-10,True
Justin,Hernandez,Thomas Row 3667,Janebury,54125,Danmark,DK,19500324-5204,+45,+1-599-673-0980x73515,1950-03-24,True
Knut,Johannessen,Martinsentunet 8,Roarstrøm,8201,Norge,NO,19900507-1141,+47,+47 98 67 66 99,1990-05-07,True
Hugo,Svensson,Strandgatan 80,Kristianstad,12107,Sverige,SE,19980817-1572,+46,+46 (0)64 20 08 80,1998-08-17,True
Sigrid,Nyman,Stationstorget 653,Karlskrona,15053,Sverige,SE,19810620-4867,+46,+46 (0)742 727 06,1981-06-20,True
Sven,Dahlberg,Ekgatan 940,Halmstad,70467,Svsrige,SE,19500602-4193,+46,08-817 68 65,1950-06-02,True
Jonathan,Gray,Chavez Station 8262,Lisaberg,48838,Danmark,DK,19640401-7620,+45,388-585-2098x9310,1964-04-01,True
Solveig,Björkman,Idrottsgränd 215,Trollhättan,12405,Sverige,SE,19530806-4372,+46,0548-59 73 68,1953-08-06,True
Sofia,Vesterinen,Orisaarenbulevardi 946,Kustavi,52942,Finland,FI,19460703-344M,+358,(+358) 338484299,1946-07-03,True
Grethe,Johansen,Solheimhagen 38,Lunde,4460,Norge,NO,19930814-1609,+47,88 26 15 23,1993-08-14,True
Henrik,Strand,Birkelandsvingen 53F,Berntsen,5591,Norge,NO,19450101-4154,+47,98124488,1945-01-01,True
Grethe,Ødegård,Evensenkollen 10E,Nielsen,7906,Norge,NO,19500815-2563,+47,+4786599856,1950-08-15,True
Evert,Andersson,Strandgränd 5,Sundsvall,64346,Sverige,SE,19711021-4531,+46,0570-280 71,1971-10-21,True
Sebastian,Persson,Skolvägen 5,Skellefteå,36543,Sverige,SE,19780121-4410,+46,08-874 980 29,1978-01-21,True
Kent,Andersson,Nyvägen 1,Luleå,83355,Sverige,SE,19490611-6974,+46,08-586 049 50,1949-06-11,True
Ingeborg,Karlsson,Parktorget 16,Sandviken,74238,Sverige,SE,19430216-8925,+46,+46 (0)8 374 641 29,1943-02-16,True
Mona,Johansson,Aspvägen 66,Karlskoga,20537,Sverige,SE,19690803-1801,+46,+46 (0)8 382 703 75,1969-08-03,True
Ulf,Gustafsson,Idrottsgatan 89,Skellefteå,78389,Sverige,SE,19821114-9834,+46,+46 (0)8 299 985 27,1982-11-14,True
Douglas,Holt,Jones Mission 003,Garrettchester,29917,Danmark,DK,19450521-7096,+45,(406)821-7465x178,1945-05-21,True
Todd,Gray,Wood Spurs 0068,Garrettside,21066,Danmark,DK,19710906-4037,+45,(464)526-3628x255,1971-09-06,True
Elisabet,Eriksson,Skoltorget 687,Landskrona,42328,Sverige,SE,19761206-8721,+46,048-39 74 19,1976-12-06,True
Sven,Gustafsson,Skoltorget 520,Trelleborg,52762,Sverige,SE,19700918-6972,+46,+46 (0)8 659 178 01,1970-09-18,True
Daniel,Andersson,Industrigatan 8,Norrköping,66094,Sverige,SE,19880201-4241,+46,08-578 059 90,1988-02-01,True
Danielle,Nelson,Alyssa Trace 25374,Reeseside,32826,Danmark,DK,19730106-3664,+45,001-566-310-8631x8400,1973-01-06,True
Anneli,Lundström,Industrigatan 77,Skellefteå,10423,Sverige,SE,19750821-8943,+46,0466-92 52 74,1975-08-21,True
Monica,Roos,Industrigatan 666,Malmö,41960,Sverige,SE,19791012-8116,+46,0517-952 29,1979-10-12,True
Ulf,Andersson,Nystigen 728,Göteborg,27276,Sverige,SE,19900807-2413,+46,08-127 250 39,1990-08-07,True
Åsa,Larsson,Grangatan 453,Stockholm,81917,Sverige,SE,19980523-2918,+46,08-15 55 13,1998-05-23,True
Joakim,Nilsen,Christensenkollen 60,Tonjeby,7005,Norge,NO,19480726-1139,+47,+4700284048,1948-07-26,True
Cheryl,Duncan,Stephen Track 4120,South Erinland,09328,Danmark,DK,19671028-4275,+45,+1-554-836-7201x969,1967-10-28,True
Tonje,Nguyen,Bakkenmyra 6A,Helland,8572,Norge,NO,19870928-8969,+47,996 92 183,1987-09-28,True
Gunvor,Skoglund,Kyrkogatan 902,Karlstad,48244,Sverige,SE,19570418-2515,+46,08-797 24 27,1957-04-18,True
Maria,Hanssen,Arnesenmyra 84,Hagen,4413,Norge,NO,19900730-2278,+47,31502939,1990-07-30,True
Niclas,Larsson,Nytorget 5,Göteborg,33295,Sverige,SE,19450513-8467,+46,053-745 95 09,1945-05-13,True
Edward,Young,Pamela Stream 63431,East Wandaview,71077,Danmark,DK,19480919-8679,+45,406.936.3696x575,1948-09-19,True
Robert,Moe,Auneløkka 2,Lien,3483,Norge,NO,19951211-3239,+47,+47 67 60 30 34,1995-12-11,True
Deborah,Gallegos,Porter Valleys 05309,Lake Colleenport,37883,Danmark,DK,19941213-4764,+45,(310)480-0951,1994-12-13,True
Katja,Heikkinen,Niemikatu 66,Parkano,11364,Finland,FI,19680526-197N,+358,+358 491020621,1968-05-26,True
Tore,Persson,Industrigatan 571,Ängelholm,34861,Sverige,SE,19460221-3687,+46,+46 (0)8 082 509 52,1946-02-21,True
Martin,Brekke,Bakkebråten 1,Knudsen,7554,Norge,NO,19671016-5467,+47,93245990,1967-10-16,True
Albert,Lindberg,Bäckgränd 519,Lund,23843,Sverige,SE,19650910-4516,+46,08-385 471 18,1965-09-10,True
Astrid,Karlsson,Backgatan 5,Stockholm,87219,Sverige,SE,19560824-6051,+46,08-38 92 04,1956-08-24,True
Carl,Josefsson,Industristigen 35,Skellefteå,82022,Sverige,SE,19710629-9061,+46,+46 (0)532 924 66,1971-06-29,True
Simen,Jakobsen,Edvardsenhaugen 4A,Hauge,7201,Norge,NO,19970322-7081,+47,+47 31 38 34 20,1997-03-22,True
Vilhelm,Andersson,Fabriksgatan 333,Uppsala,44068,Sverige,SE,19890522-8591,+46,0774-91 40 91,1989-05-22,True
Malin,Fredriksen,Sørensenhagen 5,Eiriksund,5920,Norge,NO,19690625-7792,+47,62329438,1969-06-25,True
Aimee,Ingram,Jordan Forges 532,South Jeffreyport,31149,Danmark,DK,19460105-1027,+45,+1-390-685-4829,1946-01-05,True
Pär,Gustafsson,Trädgårdsstigen 838,Östersund,28965,Sverige,SE,19771230-6147,+46,08-698 572 67,1977-12-30,True
Candice,Curtis,Underwood Circles 565,East Carrie,56128,Danmark,DK,19630415-3196,+45,(958)574-7921,1963-04-15,True
Anders,Andersson,Skolstigen 325,Alingsås,94166,Sverige,SE,19440311-3554,+46,0631-22 78 58,1944-03-11,True
Olof,Andersson,Villatorget 4,Borås,17837,Sverige,SE,19460611-0696,+46,0193-384 61,1946-06-11,True
Yvonne,Persson,Järnvägsgatan 0,Ängelholm,90379,Sverige,SE,19920614-2625,+46,08-952 761 47,1992-06-14,True
Marit,Arnesen,Haugplassen 8,Haugland,1581,Norge,NO,19470104-3735,+47,91901397,1947-01-04,True
Hunter,Galvan,Foster Circles 115,New Jennyside,08093,Danmark,DK,19501224-9299,+45,702-778-7383,1950-12-24,True
Olof,Nilsson,Kyrktorget 1,Mölndal,10307,Sverige,SE,19710508-4156,+46,0222-645 74,1971-05-08,True
Yngve,Lind,Kyrkogatan 08,Motala,65761,Sverige,SE,19440727-3877,+46,08-244 02 18,1944-07-27,True
Trine,Rasmussen,Nilsenbråten 880,Pålmark,5187,Norge,NO,19480608-5544,+47,21 63 06 74,1948-06-08,True
Nils,Lundberg,Skogsvägen 126,Skellefteå,89180,Sverige,SE,19630702-2007,+46,037-781 15 79,1963-07-02,True
Tore,Andersson,Åkergränd 52,Trelleborg,82081,Sverige,SE,19880312-8474,+46,0543-322 39,1988-03-12,True
Leena,Koponen,Tuohikoivunkatu 384,Taipalsaari,81214,Finland,FI,19750912-105D,+358,+358 218149898,1975-09-12,True
Teresia,Jönsson,Skogsgränd 049,Landskrona,24815,Sverige,SE,19480704-8509,+46,+46 (0)52 27 32 48,1948-07-04,True
Rune,Lind,Kyrkogatan 482,Landskrona,91839,Sverige,SE,19870123-8083,+46,022-81 59 32,1987-01-23,True
Nils,Jonsson,Gentorget 16,Kalmar,71081,Sverige,SE,19730413-7924,+46,0327-54 79 08,1973-04-13,True
Bjørn,Ruud,Moetunet 13,Paulsen,2747,Norge,NO,19791218-2263,+47,14 40 53 33,1979-12-18,True
Gunborg,Johansson,Aspstigen 518,Karlskoga,46734,Sverige,SE,19570606-0633,+46,053-53 05 93,1957-06-06,True
Sofia,Lindström,Trädgårdsvägen 1,Karlskrona,95867,Sverige,SE,19571105-3226,+46,085-30 61 54,1957-11-05,True
Jan,Johansson,Idrottstorget 889,Malmö,78023,Sverige,SE,19900403-8657,+46,+46 (0)8 534 424 61,1990-04-03,True
Anders,Karlsson,Ängsvägen 9,Örebro,39909,Sverige,SE,19410617-8673,+46,0100-202 95,1941-06-17,True
Gerald,Shepherd,Ronald Flats 264,Ramirezside,89885,Danmark,DK,19490428-6452,+45,001-563-217-0418x66851,1949-04-28,True
Melissa,Graham,John View 040,Gonzalezborough,88525,Danmark,DK,19740720-7663,+45,001-278-654-2326x99063,1974-07-20,True
Pär,Hansson,Strandvägen 42,Linköping,82519,Sverige,SE,19430512-4882,+46,084-747 22 55,1943-05-12,True
Anders,Jakobsen,Strømberget 61,Gulbrandsen,2061,Norge,NO,19840124-0393,+47,32 08 64 39,1984-01-24,True
Jan,Johansson,Stationsgatan 01,Helsingborg,29059,Sverige,SE,19711204-6328,+46,0124-39 51 90,1971-12-04,True
Veronica,Karlsson,Bäckstigen 176,Södertälje,38488,Sverige,SE,19900120-2897,+46,08-188 512 48,1990-01-20,True
Helge,Karlsson,Ringgatan 6,Borås,97013,Sverige,SE,19710907-7279,+46,08-34 19 47,1971-09-07,True
Connie,Hall,Gregory Lights 87960,Davidsonview,22248,Danmark,DK,19840323-2086,+45,+1-935-936-3931,1984-03-23,True
Jörgen,Jonsson,Parkvägen 3,Örnsköldsvik,38586,Sverige,SE,19520421-0442,+46,0284-45 85 01,1952-04-21,True
Sarah,Ward,Li Grove 9246,Mosstown,30838,Danmark,DK,19671031-3058,+45,(760)586-9289x555,1967-10-31,True
Camilla,Eriksen,Lienekra 81,Johansen,3689,Norge,NO,19430117-0592,+47,99992910,1943-01-17,True
Elin,Halvorsen,Johnsenroa 6,Ellensjøen,2576,Norgeh,NO,19780920-2982,+47,+47 84 46 69 77,1978-09-20,True
Johan,Jonsson,Strandstigen 4,Nyköping,34990,Sverige,SE,19500218-9893,+46,021-028 12 05,1950-02-18,True
Marianne,Ekberg,Kvarnstigen 6,Umeå,64991,Sverige,SE,19500213-0791,+46,+46 (0)76 23 70 40,1950-02-13,True
Elisabet,Andersson,Nygatan 08,Karlskrona,28756,Sverige,SE,19511004-5886,+46,+46 (0)806 885 28,1951-10-04,True
Kenneth,Nguyen,Fredriksenhøgda 3A,Dahl,8540,Norge,NO,19560611-4768,+47,921 80 187,1956-06-11,True
Hannele,Elo,Porekatu 522,Lieksa,12675,Finland,FI,19471122-8022,+358,+358 82 9150951,1947-11-22,True
Ingeborg,Engström,Bäckvägen 3,Motala,77732,Sverige,SE,19941209-9828,+46,069-63 03 88,1994-12-09,True
Birgitta,Möller,Furuvägen 836,Stockholm,48627,Sverige,SE,19551224-4061,+46,0806-45 34 22,1955-12-24,True
Birgitta,Wallin,Ekgränd 0,Växjö,36733,Sverige,SE,19770518-8916,+46,0880-296 04,1977-05-18,True
Birgitta,Jansson,Idrottsgatan 064,Västerås,81368,Sverige,SE,19970626-7182,+46,+46 (0)8 535 290 05,1997-06-26,True
Robin,Jonsson,Ängsstigen 9,Örebro,39779,Sverige,SE,19900124-3018,+46,08-768 905 91,1990-01-24,True
Eerik,Lampinen,Gotlanninbulevardi 45,Kustavi,08775,Finland,FI,19491016-011S,+358,+358733815104,1949-10-16,True
Angela,Henry,Lauren Drives 93440,Callahanfort,74507,Danmark,DK,20000916-1978,+45,680.591.3350x419,2000-09-16,True
Esko,Väisänen,Fahlanderin puistokatu 37,Harjavalta,43039,Finland,FI,19600418-5971,+358,+358 117275561,1960-04-18,True
Irene,Jonsson,Parkgatan 736,Lidingö,95067,Sverige,SE,19860226-1834,+46,08-533 803 16,1986-02-26,True
Håvard,Rasmussen,Berntsenhagen 03,Sandersand,1788,Norge,NO,19860318-3587,+47,55117740,1986-03-18,True
Jan,Andersson,Ringstigen 06,Lidköping,26811,Sverige,SE,19520914-9664,+46,0684-37 44 69,1952-09-14,True
Frida,Augustsson,Parkgatan 15,Lidköping,21816,Sverige,SE,19740113-4561,+46,059-81 46 65,1974-01-13,True
Vilho,Jaatinen,Gyldéninbulevardi 7,Eckerö,39989,Finland,FI,19700315-1224,+358,+358571259418,1970-03-15,True
Kalervo,Kivelä,Vanha Rajakuja 645,Paltamo,15930,Finland,FI,19520714-8704,+358,+358996892539,1952-07-14,True
Ingrid,Rønning,Moenplassen 96D,Eliodden,3709,Norge,NO,19920208-5367,+47,46160663,1992-02-08,True
Kristina,Gustafsson,Parkvägen 0,Malmö,70845,Sverige,SE,19731023-0487,+46,+46 (0)97 92 54 36,1973-10-23,True
Ida,Holm,Fredriksenlyngen 65A,Anndal,1952,Norge,NO,19630611-4384,+47,21 66 08 33,1963-06-11,True
Melissa,Durham,William Road 16123,Atkinsonstad,21518,Danmark,DK,19890816-5247,+45,+1-379-827-3504,1989-08-16,True
Nicole,Henderson,Smith Place 15520,East Tinaport,65704,Danmark,DK,19400411-9977,+45,495.576.0230x534,1940-04-11,True
Sverre,Ali,Lietoppen 23,Pålnes,6287,Norge,NO,19681011-4923,+47,423 36 795,1968-10-11,True
Leif,Pettersen,Moenflata 5F,Monicavær,1685,Norge,NO,19430906-0277,+47,90867806,1943-09-06,True
Johanna,Eriksson,Industritorget 692,Karlstad,70090,Sverige,SE,19930628-9393,+46,08-009 972 96,1993-06-28,True
Johan,Pettersson,Ekgatan 701,Stockholm,64148,Sverige,SE,19680910-7951,+46,035-078 66 42,1968-09-10,True
Helge,Fredriksson,Bäckgränd 4,Borlänge,70238,Sverige,SE,19740201-5085,+46,011-51 05 63,1974-02-01,True
Gunnar,Johansson,Storstigen 815,Örnsköldsvik,74707,Sverige,SE,19891220-8067,+46,0416-220 48,1989-12-20,True
Jonas,Helland,Andersenringen 7,Paulsen,0407,Danmark,NO,19761206-8432,+47,+4749515124,1976-12-06,True
Therese,Andersson,Backgränd 7,Lidingö,30505,Sverige,SE,19860819-1882,+46,+46 (0)04 62 11 92,1986-08-19,True
Leif,Björklund,Kvarngränd 2,Falun,63286,Sverige,SE,19720703-0191,+46,08-029 42 11,1972-07-03,True
Johan,Persson,Ringvägen 221,Borås,35642,Sverige,SE,19551216-4527,+46,+46 (0)57 49 84 63,1955-12-16,True
Steinar,Hansen,Madsenløkka 96,Simonsen,2487,Norge,NO,19650913-5529,+47,62 14 06 70,1965-09-13,True
Göran,Johnsson,Storvägen 4,Borås,66566,Sverige,SE,19660920-0833,+46,0446-28 04 43,1966-09-20,True
Patrik,Andersson,Skolvägen 520,Landskrona,94772,Sverige,SE,19500516-5198,+46,+46 (0)770 527 75,1950-05-16,True
Sara,Gundersen,Haugenvika 76,Asbjørnsjøen,5453,Norge,NO,19800822-7814,+47,92430500,1980-08-22,True
Linda,Snyder,Armstrong Crescent 64032,Henrystad,08168,Danmark,DK,19980726-9633,+45,(906)584-4743,1998-07-26,True
Robert,Haug,Fredriksengjerdet 49,Thomassen,7022,Norge,NO,19771113-0618,+47,90111004,1977-11-13,True
Aino,Salminen,Purjetuulentie 77,Liminka,19732,Finland,FI,19480331-057R,+358,018 782 4526,1948-03-31,True
Staffan,Larsson,Backtorget 9,Lund,53033,Sverige,SE,19570724-5616,+46,08-64 33 63,1957-07-24,True
Gunhild,Karlsson,Ekstigen 154,Sandviken,94873,Sverige,SE,19590218-5414,+46,0485-806 88,1959-02-18,True
Angela,Curtis,Parsons Ford 68511,Raymondland,17051,Danmark,DK,19490320-7309,+45,791.745.0106x7059,1949-03-20,True
Tove,Nguyen,Lienvika 9A,Hagen,9959,Norge,NO,19880706-4254,+47,416 82 062,1988-07-06,True
Erik,Bengtsson,Idrottsvägen 283,Örebro,73652,Sverige,SE,19581014-2212,+46,08-86 66 69,1958-10-14,True
Karl,Myklebust,Thomassenstykket 1,Tangen,6821,Norge,NO,19611114-7680,+47,43900933,1961-11-14,True
William,Magnusson,Kvarngatan 898,Lidköping,87010,Sverige,SE,20001107-8551,+46,060-86 98 88,2000-11-07,True
Jan-Erik,Johansson,Skogstorget 53,Helsingborg,46540,Sverige,SE,20000827-8684,+46,+46 (0)247 284 05,2000-08-27,True
Sofia,Härkönen,Vaarnabulevardi 692,Lemi,32519,Finland,FI,19791007-243J,+358,+358677468052,1979-10-07,True
Jesper,Bergström,Parkvägen 89,Borlänge,42132,Sverige,SE,19600102-0816,+46,+46 (0)8 805 259 65,1960-01-02,True
Anita,Bergström,Villastigen 515,Jönköping,39276,Sverige,SE,19420112-8826,+46,08-35 94 65,1942-01-12,True
Matthew,Cannon,Benjamin Via 08420,Lake John,27040,Danmark,DK,19650821-9019,+45,001-963-227-4321x9088,1965-08-21,True
Rolf,Boman,Ektorget 65,Karlstad,68077,Sverige,SE,19680727-1318,+46,08-709 99 41,1968-07-27,True
Erling,Birkeland,Andresenskrenten 69E,Mathiasvåg,2810,Norge,NO,19781102-0738,+47,+47 75 46 31 91,1978-11-02,True
Lina,Larsson,Kvarnstigen 2,Borås,10955,Sverige,SE,19910420-5581,+46,08-74 78 71,1991-04-20,True
Inger,Andersson,Skogsvägen 5,Kristianstad,82182,Sverige,SE,19910104-2024,+46,072-204 83 41,1991-01-04,True
Bertil,Eriksson,Kyrkgränd 922,Sundsvall,53706,Sverige,SE,19641022-4222,+46,034-736 55 32,1964-10-22,True
Daniel,Pope,Velasquez Dale 6950,New Austin,03731,Danmark,DK,19590823-4598,+45,+1-736-900-3832x41801,1959-08-23,True
Sofie,Svendsen,Lienhaugen 1,Tveit,9503,Norge,NO,19580502-4593,+47,498 66 901,1958-05-02,True
Kåre,Myklebust,Olsenmyra 41D,Ingervik,6119,Norge,NO,19500301-2838,+47,425 84 738,1950-03-01,True
Riikka,Miettinen,Porekuja 01,Luumäki,04037,Finland,FI,19561226-3195,+358,(+358) 463673659,1956-12-26,True
Karl,Jonsson,Aspgatan 714,Karlskrona,22196,Sverige,SE,19421214-0654,+46,0545-51 41 20,1942-12-14,True
Shawn,Ferguson,Freeman Mall 51272,East Steven,34356,Danmark,DK,19860623-0030,+45,+1-867-920-3777,1986-06-23,True
Kent,Andersson,Idrottsgränd 3,Norrköping,33578,Sverige,SE,19481118-8455,+46,08-335 48 95,1948-11-18,True
Kristin,Eide,Jørgensenstubben 11,Rønning,9951,Norge,NO,19531126-1871,+47,927 40 448,1953-11-26,True
Thea,Tangen,Strandmoen 3,Marenborg,0876,Norge,NO,19401014-7895,+47,77 91 62 75,1940-10-14,True
Sindre,Pettersen,Simonsenengen 9,Trineås,6612,Norge,NO,19790521-2666,+47,956 68 760,1979-05-21,True
Bengt,Karlsson,Backgränd 42,Karlskoga,32016,Sverige,SE,19971230-8169,+46,0469-381 03,1997-12-30,True
Rebecca,Deleon,Jennifer Highway 1024,Lake Tamara,35285,Danmark,DK,19770728-0445,+45,285.966.1803,1977-07-28,True
Stig,Hansson,Nyvägen 473,Göteborg,22039,Sverige,SE,19451227-2300,+46,080-61 64 05,1945-12-27,True
Anna,Jönsson,Skoltorget 5,Alingsås,16597,Sverige,SE,19490221-0561,+46,+46 (0)8 674 635 67,1949-02-21,True
Fredrik,Sundström,Kyrktorget 469,Örnsköldsvik,95877,Sverige,SE,19900501-7009,+46,+46 (0)8 698 885 41,1990-05-01,True
Tina,Meyer,Burton Villages 3644,Johnshire,41790,Danmark,DK,19820428-9882,+45,001-700-371-1280x32465,1982-04-28,True
Åke,Eriksson,Ringgatan 62,Lidingö,98065,Sverige,SE,19720126-3403,+46,+46 (0)96 80 62 47,1972-01-26,True
Caroline,Lundqvist,Skolgränd 742,Gävle,97859,Sverige,SE,19590526-1209,+46,08-842 29 94,1959-05-26,True
Julie,Murray,Morris Junction 328,East Davidmouth,29960,Danmark,DK,19870124-2600,+45,837.627.3301,1987-01-24,True
Peter,Karlsson,Kyrkovägen 6,Örebro,84084,Sverige,SE,19880328-8952,+46,0453-63 32 53,1988-03-28,True
Marte,Thomassen,Eliassenfaret 962,Helgehamn,4086,Norge,NO,19810905-1323,+47,31566166,1981-09-05,True
Emilie,Thorsen,Sætherlyngen 69,Pedersen,5508,Norge,NO,19621128-6679,+47,96029396,1962-11-28,True
Maria,Lindström,Kyrkvägen 847,Nyköping,23312,Sverige,SE,19560810-1464,+46,08-937 447 50,1956-08-10,True
Joseph,Ramos,Gilbert Estate 5219,West Danielleborough,09528,Danmark,DK,19951025-5303,+45,402.764.1812x7768,1995-10-25,True
Arild,Karlsen,Pettersenrøa 61,Simonsen,7809,Norge,NO,19611019-3630,+47,41562662,1961-10-19,True
Kenneth,Dudley,Michael Cliff 7129,North Julietown,58461,Danmark,DK,19590125-6711,+45,280-740-7016x02523,1959-01-25,True
Lars,Haglund,Åkervägen 71,Trelleborg,57131,Sverige,SE,19740601-0954,46,08-100 615 11,1974-06-01,True
Stian,Berge,Paulsenstubben 4,Vidareid,9121,Norge,NO,19890119-3882,+47,85 01 04 90,1989-01-19,True
Kevin,Branch,Osborne Branch 9673,North Gregory,03172,Danmark,DK,19940130-3363,+45,+1-281-663-0474,1994-01-30,False
Elsa,Malmberg,Parkstigen 694,Linköping,85973,Sverige,SE,19750305-6669,+46,+46 (0)525 411 02,1975-03-05,True
Anna,Forsberg,Nygatan 66,Falun,43042,Sverige,SE,19650612-0206,+46,+46 (0)93 40 24 69,1965-06-12,True
Fredrik,Nord,Skolgatan 6,Eskilstuna,68100,Sverige,SE,19600629-3510,+46,08-09 12 72,1960-06-29,True
Monica,Hauge,Solheimhagen 13,Kristianborg,9612,Norge,NO,19540605-7014,+47,45648021,1954-06-05,True
Solveig,Berntsen,Johnsenlunden 65,Solberg,6429,Norge,NO,19990907-7507,+47,95579303,1999-09-07,True
Petter,Haugen,Aunetunet 6,Vegardvær,7232,Norge,NO,19720715-7699,+47,93459768,1972-07-15,True
Nils,Löfgren,Strandgatan 17,Uppsala,30228,Sverige,SE,19550412-8782,+46,010-05 03 87,1955-04-12,True
Sara,Isaksen,Bakketjernet 52,Evensen,8935,Norge,NO,19950708-7226,+47,40675730,1995-07-08,True
Tiffany,Barnes,Hawkins Courts 258,Franklinview,24330,Danmark,DK,19680813-0761,+45,820-911-5541x6142,1968-08-13,True
Melanie,Miller,Mueller Forks 72614,Tylerton,89930,Danmark,DK,19870428-5311,+45,+1-652-648-6928x3659,1987-04-28,True
Olof,Svensson,Storvägen 541,Örnsköldsvik,15170,Norge,SE,19961115-8550,+46,062-98 51 64,1996-11-15,True
Maria,Aalto,Ilomäenbulevardi 28,Pyhäjoki,17293,Finland,FI,19450807-470H,+358,(+358) 019014970,1945-08-07,True
Nils,Johansson,Nytorget 609,Motala,78768,Sverige,SE,19950125-3528,+46,+46 (0)8 217 953 28,1995-01-25,True
Elisabeth,Johansson,Björkgränd 189,Alingsås,35347,Sverige,SE,19451117-2836,+46,0586-31 96 91,1945-11-17,True
Riitta,Suominen,Orisaarenpolku 6,Luhanka,93108,Finland,FI,19790328-657A,+358,+358330500110,1979-03-28,True
Magnus,Madsen,Rasmussenskogen 1,Halvorsen,3511,Norge,NO,19990501-1257,+47,+47 50 84 84 35,1999-05-01,True
Janne,Solberg,Evensenstranda 47,Lunde,8252,Norge,NO,19680416-5475,+47,23005882,1968-04-16,True
Susan,Crawford,Prince Causeway 9367,North Normatown,40925,Danmark,DK,19940420-2530,+45,+1-907-528-0694x399,1994-04-20,True
Donna,Combs,Collins Forest 28364,Howeberg,52492,Danmark,DK,19620418-9537,+45,(776)270-5358,1962-04-18,True
Roland,Nilsson,Skogsgränd 24,Alingsås,62970,Sverige,SE,19570803-3673,+46,08-37 04 86,1957-08-03,True
Klas,Pettersson,Backgatan 1,Kristianstad,89331,Sverige,SE,19940830-4467,+46,078-89 12 13,1994-08-30,True
Karin,Jonsson,Ekgatan 05,Norrköping,26466,Sverige,SE,19630713-7577,+46,+46 (0)990 732 04,1963-07-13,True
Brandon,Castillo,Derek Junction 7778,Sloanland,02444,Danmark,DK,19900429-6966,+45,001-710-899-8537,1990-04-29,True
Eva,Eriksson,Bäcktorget 821,Halmstad,14790,Sverige,SE,19770320-1324,+46,0806-219 32,1977-03-20,True
Jared,Washington,Patty Brooks 14254,Nicolemouth,48302,Danmark,DK,19621013-6152,+45,855.825.6410x21230,1962-10-13,True
Marte,Rasmussen,Antonsenmyra 8,Marteø,2157,Norge,NO,19441008-6439,+47,+4745564747,1944-10-08,True
Natalie,Edwards,Castillo Drive 241,Melissahaven,86867,Danmark,DK,19441020-1233,+45,990.939.2254x512,1944-10-20,True
Benny,Persson,Idrottsgatan 8,Lidingö,54010,Sverige,SE,19470501-7470,+46,+46 (0)24 89 05 02,1947-05-01,True
Synnøve,Bøe,Hagenekra 18B,Danielsen,3958,Norge,NO,19691213-3714,+47,+4754283045,1969-12-13,True
Maria,Lindström,Nyvägen 7,Borås,74003,Sverige,SE,19780118-4429,+46,+46 (0)563 669 61,1978-01-18,True
Louise,Jönsson,Idrottsgatan 210,Skövde,11458,Sverige,SE,19980226-2004,+46,+46 (0)796 724 18,1998-02-26,True
Pekka,Korhonen,Uunisepänkatu 115,Laihia,65334,Finland,FI,19581021-7541,+358,+358058084539,1958-10-21,True
Elina,Kortelainen,Bertel Jungin tie 06,Juva,89898,Finland,FI,19470210-450R,+358,(+358) 995324615,1947-02-10,True
Emanuel,Olsson,Ringvägen 3,Malmö,56203,Sverige,SE,19960724-6401,+46,+46 (0)569 056 10,1996-07-24,True
Nicholas,Pugh,Karen Islands 8318,South Claudiaburgh,84537,Danmark,DK,19620330-0586,+45,(986)621-8357x74994,1962-03-30,True
Ryan,Raymond,Malone Cape 66916,Jameschester,86737,Danmark,DK,19420222-7910,+45,001-353-419-7409x2976,1942-02-22,True
Märta,Jonsson,Kyrkstigen 76,Borlänge,51185,Sverige,SE,19540120-3288,+46,08-333 99 88,1954-01-20,True
Patricia,Bradley,Kim Fall 2796,Bethville,53777,Danmark,DK,19971010-9014,+45,744-752-2300x2423,1997-10-10,True
Emelie,Johansson,Parkgatan 5,Helsingborg,26545,Sverige,SE,19571022-8883,+46,08-510 98 66,1957-10-22,True
Laura,Pietilä,Sapilastie 416,Kauniainen,65527,Finland,FI,19740301-357U,+358,+358658003749,1974-03-01,True
Justin,Bridges,Sara Groves 7764,Scottport,21257,Danmark,DK,19871022-2800,+45,001-875-365-0676x628,1987-10-22,True
Stian,Tangen,Karlsenspranget 9C,Johnfjell,1442,Norge,NO,19781028-8554,+47,484 96 939,1978-10-28,True
Ulla,Johansson,Furugränd 05,Lidingö,28493,Sverige,SE,19751227-7460,+46,095-85 74 53,1975-12-27,True
